Date,Visitor Team,Home Team,Visitor Goals,Home Goals
2019-12-27,New York Islanders,Chicago Blackhawks,2,5
2019-12-27,Minnesota Wild,Colorado Avalanche,6,4
2019-12-27,Calgary Flames,Edmonton Oilers,5,1
2019-12-27,Toronto Maple Leafs,New Jersey Devils,5,4
2019-12-27,Pittsburgh Penguins,Nashville Predators,5,2
2019-12-27,Carolina Hurricanes,New York Rangers,3,5
2019-12-27,Los Angeles Kings,San Jose Sharks,3,2
2019-12-27,St. Louis Blues,Winnipeg Jets,5,4
2019-12-27,Columbus Blue Jackets,Washington Capitals,1,2
2019-12-28,Washington Capitals,Carolina Hurricanes,4,6
2019-12-28,Colorado Avalanche,Dallas Stars,2,3
2019-12-28,Detroit Red Wings,Florida Panthers,4,5
2019-12-28,Nashville Predators,Pittsburgh Penguins,4,6
2019-12-28,Philadelphia Flyers,San Jose Sharks,1,6
2019-12-28,Montreal Canadiens,Tampa Bay Lightning,4,5
2019-12-28,New York Rangers,Toronto Maple Leafs,5,4
2019-12-28,Los Angeles Kings,Vancouver Canucks,2,3
2019-12-28,Arizona Coyotes,Vegas Golden Knights,1,4
2019-12-29,Philadelphia Flyers,Anaheim Ducks,2,1
2019-12-29,Dallas Stars,Arizona Coyotes,4,2
2019-12-29,Buffalo Sabres,Boston Bruins,2,3
2019-12-29,Chicago Blackhawks,Columbus Blue Jackets,3,2
2019-12-29,Vancouver Canucks,Calgary Flames,5,2
2019-12-29,Montreal Canadiens,Florida Panthers,5,6
2019-12-29,New York Islanders,Minnesota Wild,3,1
2019-12-29,New Jersey Devils,Ottawa Senators,4,3
2019-12-29,Winnipeg Jets,St. Louis Blues,1,4
2019-12-29,Detroit Red Wings,Tampa Bay Lightning,1,2
2019-12-30,Ottawa Senators,Pittsburgh Penguins,2,5
2019-12-31,St. Louis Blues,Arizona Coyotes,1,3
2019-12-31,Tampa Bay Lightning,Buffalo Sabres,6,4
2019-12-31,Montreal Canadiens,Carolina Hurricanes,1,3
2019-12-31,Florida Panthers,Columbus Blue Jackets,1,4
2019-12-31,Chicago Blackhawks,Calgary Flames,5,3
2019-12-31,Winnipeg Jets,Colorado Avalanche,7,4
2019-12-31,San Jose Sharks,Detroit Red Wings,0,2
2019-12-31,New York Rangers,Edmonton Oilers,5,7
2019-12-31,Philadelphia Flyers,Los Angeles Kings,3,5
2019-12-31,Toronto Maple Leafs,Minnesota Wild,4,1
2019-12-31,Boston Bruins,New Jersey Devils,2,3
2019-12-31,Anaheim Ducks,Vegas Golden Knights,2,5
2019-12-31,New York Islanders,Washington Capitals,4,3
2020-01-01,Nashville Predators,Dallas Stars,2,4
2020-01-02,Anaheim Ducks,Arizona Coyotes,2,4
2020-01-02,Columbus Blue Jackets,Boston Bruins,2,1
2020-01-02,Edmonton Oilers,Buffalo Sabres,2,3
2020-01-02,New York Rangers,Calgary Flames,3,4
2020-01-02,St. Louis Blues,Colorado Avalanche,3,7
2020-01-02,Tampa Bay Lightning,Montreal Canadiens,2,1
2020-01-02,New Jersey Devils,New York Islanders,2,1
2020-01-02,Florida Panthers,Ottawa Senators,6,3
2020-01-02,San Jose Sharks,Pittsburgh Penguins,3,2
2020-01-02,Chicago Blackhawks,Vancouver Canucks,5,7
2020-01-02,Philadelphia Flyers,Vegas Golden Knights,4,5
2020-01-02,Toronto Maple Leafs,Winnipeg Jets,6,3
2020-01-03,Washington Capitals,Carolina Hurricanes,4,3
2020-01-03,Detroit Red Wings,Dallas Stars,1,4
2020-01-04,Philadelphia Flyers,Arizona Coyotes,2,6
2020-01-04,Edmonton Oilers,Boston Bruins,4,1
2020-01-04,Florida Panthers,Buffalo Sabres,2,3
2020-01-04,San Jose Sharks,Columbus Blue Jackets,3,2
2020-01-04,Nashville Predators,Los Angeles Kings,4,1
2020-01-04,Winnipeg Jets,Minnesota Wild,2,3
2020-01-04,Pittsburgh Penguins,Montreal Canadiens,3,2
2020-01-04,Colorado Avalanche,New Jersey Devils,5,2
2020-01-04,Tampa Bay Lightning,Ottawa Senators,5,3
2020-01-04,New York Islanders,Toronto Maple Leafs,0,3
2020-01-04,New York Rangers,Vancouver Canucks,1,2
2020-01-04,St. Louis Blues,Vegas Golden Knights,4,5
2020-01-05,Nashville Predators,Anaheim Ducks,4,5
2020-01-05,Tampa Bay Lightning,Carolina Hurricanes,3,1
2020-01-05,Detroit Red Wings,Chicago Blackhawks,2,4
2020-01-05,Calgary Flames,Minnesota Wild,5,4
2020-01-05,Florida Panthers,Pittsburgh Penguins,4,1
2020-01-05,San Jose Sharks,Washington Capitals,4,5
2020-01-06,Columbus Blue Jackets,Los Angeles Kings,4,2
2020-01-06,Winnipeg Jets,Montreal Canadiens,3,2
2020-01-06,Colorado Avalanche,New York Islanders,0,1
2020-01-06,Edmonton Oilers,Toronto Maple Leafs,6,4
2020-01-07,Columbus Blue Jackets,Anaheim Ducks,4,3
2020-01-07,Philadelphia Flyers,Carolina Hurricanes,4,5
2020-01-07,Calgary Flames,Chicago Blackhawks,2,1
2020-01-07,Montreal Canadiens,Detroit Red Wings,3,4
2020-01-07,Arizona Coyotes,Florida Panthers,5,2
2020-01-07,New York Islanders,New Jersey Devils,4,3
2020-01-07,Boston Bruins,Nashville Predators,6,2
2020-01-07,Colorado Avalanche,New York Rangers,3,5
2020-01-07,San Jose Sharks,St. Louis Blues,2,3
2020-01-07,Vancouver Canucks,Tampa Bay Lightning,2,9
2020-01-07,Pittsburgh Penguins,Vegas Golden Knights,4,3
2020-01-07,Ottawa Senators,Washington Capitals,1,6
2020-01-08,Dallas Stars,Los Angeles Kings,2,1
2020-01-08,Washington Capitals,Philadelphia Flyers,2,3
2020-01-08,Winnipeg Jets,Toronto Maple Leafs,4,3
2020-01-09,Dallas Stars,Anaheim Ducks,3,0
2020-01-09,Winnipeg Jets,Boston Bruins,4,5
2020-01-09,Minnesota Wild,Calgary Flames,1,2
2020-01-09,Nashville Predators,Chicago Blackhawks,5,2
2020-01-09,Vancouver Canucks,Florida Panthers,2,5
2020-01-09,Edmonton Oilers,Montreal Canadiens,4,2
2020-01-09,New Jersey Devils,New York Rangers,3,6
2020-01-09,Columbus Blue Jackets,San Jose Sharks,1,3
2020-01-09,Buffalo Sabres,St. Louis Blues,1,5
2020-01-09,Arizona Coyotes,Tampa Bay Lightning,0,4
2020-01-09,Los Angeles Kings,Vegas Golden Knights,5,2
2020-01-10,Arizona Coyotes,Carolina Hurricanes,0,3
2020-01-10,Pittsburgh Penguins,Colorado Avalanche,4,3
2020-01-10,Ottawa Senators,Detroit Red Wings,2,3
2020-01-11,Vancouver Canucks,Buffalo Sabres,6,3
2020-01-11,Los Angeles Kings,Carolina Hurricanes,0,2
2020-01-11,Edmonton Oilers,Calgary Flames,3,4
2020-01-11,Anaheim Ducks,Chicago Blackhawks,2,4
2020-01-11,Boston Bruins,New York Islanders,3,2
2020-01-11,Montreal Canadiens,Ottawa Senators,2,1
2020-01-11,Tampa Bay Lightning,Philadelphia Flyers,1,0
2020-01-11,Dallas Stars,San Jose Sharks,1,2
2020-01-11,New York Rangers,St. Louis Blues,2,5
2020-01-11,Columbus Blue Jackets,Vegas Golden Knights,3,0
2020-01-11,New Jersey Devils,Washington Capitals,5,1
2020-01-12,Pittsburgh Penguins,Arizona Coyotes,4,3
2020-01-12,Buffalo Sabres,Detroit Red Wings,5,1
2020-01-12,Toronto Maple Leafs,Florida Panthers,4,8
2020-01-12,Vancouver Canucks,Minnesota Wild,4,1
2020-01-12,Tampa Bay Lightning,New Jersey Devils,1,3
2020-01-12,Nashville Predators,Winnipeg Jets,1,0
2020-01-13,Calgary Flames,Montreal Canadiens,0,2
2020-01-13,New York Islanders,New York Rangers,2,6
2020-01-13,Boston Bruins,Philadelphia Flyers,5,6
2020-01-13,Anaheim Ducks,St. Louis Blues,1,4
2020-01-13,Carolina Hurricanes,Washington Capitals,0,2
2020-01-14,San Jose Sharks,Arizona Coyotes,3,6
2020-01-14,Vegas Golden Knights,Buffalo Sabres,2,4
2020-01-14,Boston Bruins,Columbus Blue Jackets,0,3
2020-01-14,Dallas Stars,Colorado Avalanche,3,2
2020-01-14,Nashville Predators,Edmonton Oilers,2,4
2020-01-14,Detroit Red Wings,New York Islanders,2,8
2020-01-14,Chicago Blackhawks,Ottawa Senators,3,2
2020-01-14,Minnesota Wild,Pittsburgh Penguins,3,7
2020-01-14,Los Angeles Kings,Tampa Bay Lightning,3,4
2020-01-14,New Jersey Devils,Toronto Maple Leafs,4,7
2020-01-14,Vancouver Canucks,Winnipeg Jets,0,4
2020-01-15,Chicago Blackhawks,Montreal Canadiens,4,1
2020-01-15,Philadelphia Flyers,St. Louis Blues,4,3
2020-01-16,Pittsburgh Penguins,Boston Bruins,1,4
2020-01-16,Carolina Hurricanes,Columbus Blue Jackets,2,3
2020-01-16,San Jose Sharks,Colorado Avalanche,0,4
2020-01-16,Buffalo Sabres,Dallas Stars,4,1
2020-01-16,Los Angeles Kings,Florida Panthers,3,4
2020-01-16,Tampa Bay Lightning,Minnesota Wild,2,3
2020-01-16,Anaheim Ducks,Nashville Predators,4,2
2020-01-16,New York Rangers,New York Islanders,3,2
2020-01-16,Vegas Golden Knights,Ottawa Senators,4,2
2020-01-16,Montreal Canadiens,Philadelphia Flyers,4,1
2020-01-16,Calgary Flames,Toronto Maple Leafs,2,1
2020-01-16,Arizona Coyotes,Vancouver Canucks,1,3
2020-01-16,New Jersey Devils,Washington Capitals,2,5
2020-01-17,Anaheim Ducks,Carolina Hurricanes,2,1
2020-01-17,Pittsburgh Penguins,Detroit Red Wings,2,1
2020-01-17,Tampa Bay Lightning,Winnipeg Jets,7,1
2020-01-18,New Jersey Devils,Columbus Blue Jackets,0,5
2020-01-18,St. Louis Blues,Colorado Avalanche,3,5
2020-01-18,Florida Panthers,Detroit Red Wings,4,1
2020-01-18,Arizona Coyotes,Edmonton Oilers,3,7
2020-01-18,Dallas Stars,Minnesota Wild,0,7
2020-01-18,Vegas Golden Knights,Montreal Canadiens,4,5
2020-01-18,Buffalo Sabres,Nashville Predators,1,2
2020-01-18,Washington Capitals,New York Islanders,6,4
2020-01-18,Calgary Flames,Ottawa Senators,2,5
2020-01-18,Los Angeles Kings,Philadelphia Flyers,1,4
2020-01-18,Chicago Blackhawks,Toronto Maple Leafs,6,2
2020-01-18,San Jose Sharks,Vancouver Canucks,1,4
2020-01-19,New York Islanders,Carolina Hurricanes,1,2
2020-01-19,Winnipeg Jets,Chicago Blackhawks,2,5
2020-01-19,Columbus Blue Jackets,New York Rangers,2,1
2020-01-19,Boston Bruins,Pittsburgh Penguins,3,4
2020-01-20,Detroit Red Wings,Colorado Avalanche,3,6
2020-01-20,Florida Panthers,Minnesota Wild,5,4
2020-01-21,Vegas Golden Knights,Boston Bruins,2,3
2020-01-21,Winnipeg Jets,Carolina Hurricanes,1,4
2020-01-21,Florida Panthers,Chicago Blackhawks,4,3
2020-01-21,New York Islanders,New York Rangers,4,2
2020-01-21,Pittsburgh Penguins,Philadelphia Flyers,0,3
2020-01-22,Winnipeg Jets,Columbus Blue Jackets,3,4
2020-01-22,Detroit Red Wings,Minnesota Wild,2,4
2020-01-27,Tampa Bay Lightning,Dallas Stars,2,3
2020-01-27,Washington Capitals,Montreal Canadiens,4,2
2020-01-27,Toronto Maple Leafs,Nashville Predators,5,2
2020-01-27,New Jersey Devils,Ottawa Senators,4,3
2020-01-27,Anaheim Ducks,San Jose Sharks,2,4
2020-01-27,St. Louis Blues,Vancouver Canucks,1,3
2020-01-28,Ottawa Senators,Buffalo Sabres,5,2
2020-01-28,St. Louis Blues,Calgary Flames,5,4
2020-01-29,Arizona Coyotes,Anaheim Ducks,2,4
2020-01-29,Toronto Maple Leafs,Dallas Stars,5,3
2020-01-29,Calgary Flames,Edmonton Oilers,4,3
2020-01-29,Tampa Bay Lightning,Los Angeles Kings,4,2
2020-01-29,Vancouver Canucks,San Jose Sharks,5,2
2020-01-29,Nashville Predators,Washington Capitals,5,4
2020-01-30,Los Angeles Kings,Arizona Coyotes,3,2
2020-01-30,Montreal Canadiens,Buffalo Sabres,3,1
2020-01-30,Nashville Predators,New Jersey Devils,6,5
2020-01-31,Tampa Bay Lightning,Anaheim Ducks,4,3
2020-01-31,Vegas Golden Knights,Carolina Hurricanes,4,3
2020-01-31,St. Louis Blues,Edmonton Oilers,2,4
2020-01-31,Detroit Red Wings,New York Rangers,2,4
2020-01-31,Washington Capitals,Ottawa Senators,5,3
2020-01-31,Philadelphia Flyers,Pittsburgh Penguins,3,4
2020-01-31,Boston Bruins,Winnipeg Jets,2,1
2020-02-01,Chicago Blackhawks,Arizona Coyotes,3,2
2020-02-01,Columbus Blue Jackets,Buffalo Sabres,1,2
2020-02-01,Edmonton Oilers,Calgary Flames,8,3
2020-02-01,New York Rangers,Detroit Red Wings,1,0
2020-02-01,Anaheim Ducks,Los Angeles Kings,3,1
2020-02-01,Boston Bruins,Minnesota Wild,6,1
2020-02-01,Florida Panthers,Montreal Canadiens,0,4
2020-02-01,Dallas Stars,New Jersey Devils,3,2
2020-02-01,Vegas Golden Knights,Nashville Predators,3,0
2020-02-01,Vancouver Canucks,New York Islanders,4,3
2020-02-01,Colorado Avalanche,Philadelphia Flyers,3,6
2020-02-01,Tampa Bay Lightning,San Jose Sharks,3,0
2020-02-01,Ottawa Senators,Toronto Maple Leafs,1,2
2020-02-01,St. Louis Blues,Winnipeg Jets,2,5
2020-02-02,Vancouver Canucks,Carolina Hurricanes,3,4
2020-02-02,Columbus Blue Jackets,Montreal Canadiens,4,3
2020-02-02,Pittsburgh Penguins,Washington Capitals,4,3
2020-02-03,Philadelphia Flyers,Detroit Red Wings,3,0
2020-02-03,Dallas Stars,New York Rangers,5,3
2020-02-03,Florida Panthers,Toronto Maple Leafs,5,3
2020-02-04,Edmonton Oilers,Arizona Coyotes,0,3
2020-02-04,Vancouver Canucks,Boston Bruins,0,4
2020-02-04,Colorado Avalanche,Buffalo Sabres,6,1
2020-02-04,Florida Panthers,Columbus Blue Jackets,0,1
2020-02-04,San Jose Sharks,Calgary Flames,3,1
2020-02-04,Chicago Blackhawks,Minnesota Wild,2,3
2020-02-04,Montreal Canadiens,New Jersey Devils,5,4
2020-02-04,Dallas Stars,New York Islanders,3,4
2020-02-04,Anaheim Ducks,Ottawa Senators,3,2
2020-02-04,Carolina Hurricanes,St. Louis Blues,3,6
2020-02-04,Vegas Golden Knights,Tampa Bay Lightning,2,4
2020-02-04,Nashville Predators,Winnipeg Jets,2,1
2020-02-04,Los Angeles Kings,Washington Capitals,2,4
2020-02-05,Boston Bruins,Chicago Blackhawks,2,1
2020-02-05,Toronto Maple Leafs,New York Rangers,3,5
2020-02-06,Carolina Hurricanes,Arizona Coyotes,5,3
2020-02-06,Detroit Red Wings,Buffalo Sabres,4,3
2020-02-06,Nashville Predators,Calgary Flames,3,2
2020-02-06,San Jose Sharks,Edmonton Oilers,6,3
2020-02-06,Vegas Golden Knights,Florida Panthers,7,2
2020-02-06,Vancouver Canucks,Minnesota Wild,2,4
2020-02-06,Anaheim Ducks,Montreal Canadiens,2,3
2020-02-06,Los Angeles Kings,New York Islanders,3,5
2020-02-06,Colorado Avalanche,Ottawa Senators,4,1
2020-02-06,New Jersey Devils,Philadelphia Flyers,5,0
2020-02-06,Winnipeg Jets,St. Louis Blues,4,2
2020-02-06,Pittsburgh Penguins,Tampa Bay Lightning,2,4
2020-02-07,Detroit Red Wings,Columbus Blue Jackets,0,2
2020-02-07,Minnesota Wild,Dallas Stars,3,2
2020-02-07,Buffalo Sabres,New York Rangers,3,2
2020-02-07,Anaheim Ducks,Toronto Maple Leafs,4,5
2020-02-08,Arizona Coyotes,Boston Bruins,2,4
2020-02-08,Colorado Avalanche,Columbus Blue Jackets,2,1
2020-02-08,Nashville Predators,Edmonton Oilers,2,3
2020-02-08,Pittsburgh Penguins,Florida Panthers,3,2
2020-02-08,Toronto Maple Leafs,Montreal Canadiens,1,2
2020-02-08,Los Angeles Kings,New Jersey Devils,0,3
2020-02-08,Dallas Stars,St. Louis Blues,3,2
2020-02-08,New York Islanders,Tampa Bay Lightning,1,3
2020-02-08,Calgary Flames,Vancouver Canucks,6,2
2020-02-08,Carolina Hurricanes,Vegas Golden Knights,6,5
2020-02-08,Ottawa Senators,Winnipeg Jets,2,5
2020-02-08,Philadelphia Flyers,Washington Capitals,7,2
2020-02-09,Anaheim Ducks,Buffalo Sabres,3,2
2020-02-09,Boston Bruins,Detroit Red Wings,1,3
2020-02-09,Colorado Avalanche,Minnesota Wild,3,2
2020-02-09,Los Angeles Kings,New York Rangers,1,4
2020-02-09,Chicago Blackhawks,Winnipeg Jets,2,5
2020-02-10,Tampa Bay Lightning,Columbus Blue Jackets,2,1
2020-02-10,Arizona Coyotes,Montreal Canadiens,3,2
2020-02-10,Florida Panthers,Philadelphia Flyers,1,4
2020-02-10,Calgary Flames,San Jose Sharks,6,2
2020-02-10,Nashville Predators,Vancouver Canucks,2,6
2020-02-10,New York Islanders,Washington Capitals,5,3
2020-02-11,Detroit Red Wings,Buffalo Sabres,2,3
2020-02-11,Ottawa Senators,Colorado Avalanche,0,3
2020-02-11,Carolina Hurricanes,Dallas Stars,1,4
2020-02-11,Chicago Blackhawks,Edmonton Oilers,3,5
2020-02-11,Vegas Golden Knights,Minnesota Wild,0,4
2020-02-11,Florida Panthers,New Jersey Devils,5,3
2020-02-11,Philadelphia Flyers,New York Islanders,3,5
2020-02-11,Tampa Bay Lightning,Pittsburgh Penguins,2,1
2020-02-11,Arizona Coyotes,Toronto Maple Leafs,2,3
2020-02-11,New York Rangers,Winnipeg Jets,4,1
2020-02-12,Montreal Canadiens,Boston Bruins,1,4
2020-02-12,Calgary Flames,Los Angeles Kings,3,5
2020-02-12,Chicago Blackhawks,Vancouver Canucks,0,3
2020-02-13,Calgary Flames,Anaheim Ducks,6,0
2020-02-13,Columbus Blue Jackets,Buffalo Sabres,3,4
2020-02-13,Washington Capitals,Colorado Avalanche,3,2
2020-02-13,Philadelphia Flyers,Florida Panthers,6,2
2020-02-13,New York Rangers,Minnesota Wild,4,3
2020-02-13,Detroit Red Wings,New Jersey Devils,1,4
2020-02-13,New York Islanders,Nashville Predators,0,5
2020-02-13,Arizona Coyotes,Ottawa Senators,2,3
2020-02-13,Edmonton Oilers,Tampa Bay Lightning,1,3
2020-02-13,Dallas Stars,Toronto Maple Leafs,3,2
2020-02-13,St. Louis Blues,Vegas Golden Knights,5,6
2020-02-14,New Jersey Devils,Carolina Hurricanes,2,5
2020-02-14,New York Rangers,Columbus Blue Jackets,3,1
2020-02-14,Montreal Canadiens,Pittsburgh Penguins,1,4
2020-02-14,San Jose Sharks,Winnipeg Jets,3,2
2020-02-15,Washington Capitals,Arizona Coyotes,1,3
2020-02-15,Detroit Red Wings,Boston Bruins,1,4
2020-02-15,Chicago Blackhawks,Calgary Flames,8,4
2020-02-15,Los Angeles Kings,Colorado Avalanche,3,1
2020-02-15,Edmonton Oilers,Florida Panthers,4,1
2020-02-15,San Jose Sharks,Minnesota Wild,2,0
2020-02-15,Dallas Stars,Montreal Canadiens,4,3
2020-02-15,Toronto Maple Leafs,Ottawa Senators,4,2
2020-02-15,Nashville Predators,St. Louis Blues,4,3
2020-02-15,Philadelphia Flyers,Tampa Bay Lightning,3,5
2020-02-15,New York Islanders,Vegas Golden Knights,0,1
2020-02-16,Toronto Maple Leafs,Buffalo Sabres,2,5
2020-02-16,Edmonton Oilers,Carolina Hurricanes,4,3
2020-02-16,Columbus Blue Jackets,New Jersey Devils,3,4
2020-02-16,St. Louis Blues,Nashville Predators,1,2
2020-02-16,Boston Bruins,New York Rangers,3,1
2020-02-16,Dallas Stars,Ottawa Senators,3,4
2020-02-16,Detroit Red Wings,Pittsburgh Penguins,1,5
2020-02-16,Anaheim Ducks,Vancouver Canucks,5,1
2020-02-16,Chicago Blackhawks,Winnipeg Jets,2,3
2020-02-17,New York Islanders,Arizona Coyotes,1,2
2020-02-17,Anaheim Ducks,Calgary Flames,4,6
2020-02-17,Tampa Bay Lightning,Colorado Avalanche,4,3
2020-02-17,Florida Panthers,San Jose Sharks,5,3
2020-02-17,Washington Capitals,Vegas Golden Knights,2,3
2020-02-18,Montreal Canadiens,Detroit Red Wings,3,4
2020-02-18,Carolina Hurricanes,Nashville Predators,4,1
2020-02-18,Buffalo Sabres,Ottawa Senators,4,7
2020-02-18,Columbus Blue Jackets,Philadelphia Flyers,1,5
2020-02-18,Toronto Maple Leafs,Pittsburgh Penguins,2,5
2020-02-18,New Jersey Devils,St. Louis Blues,0,3
2020-02-18,Los Angeles Kings,Winnipeg Jets,3,6
2020-02-19,Florida Panthers,Anaheim Ducks,4,1
2020-02-19,New York Rangers,Chicago Blackhawks,6,3
2020-02-19,New York Islanders,Colorado Avalanche,1,3
2020-02-19,Arizona Coyotes,Dallas Stars,2,3
2020-02-19,Boston Bruins,Edmonton Oilers,2,1
2020-02-19,Minnesota Wild,Vancouver Canucks,4,3
2020-02-20,Philadelphia Flyers,Columbus Blue Jackets,4,3
2020-02-20,Florida Panthers,Los Angeles Kings,4,5
2020-02-20,San Jose Sharks,New Jersey Devils,1,2
2020-02-20,Winnipeg Jets,Ottawa Senators,5,1
2020-02-20,Arizona Coyotes,St. Louis Blues,0,1
2020-02-20,Pittsburgh Penguins,Toronto Maple Leafs,0,4
2020-02-20,Tampa Bay Lightning,Vegas Golden Knights,3,5
2020-02-20,Montreal Canadiens,Washington Capitals,4,3
2020-02-21,Colorado Avalanche,Anaheim Ducks,1,0
2020-02-21,New York Rangers,Carolina Hurricanes,5,2
2020-02-21,Boston Bruins,Calgary Flames,4,3
2020-02-21,Nashville Predators,Chicago Blackhawks,1,2
2020-02-21,St. Louis Blues,Dallas Stars,5,1
2020-02-21,Minnesota Wild,Edmonton Oilers,5,3
2020-02-21,Detroit Red Wings,New York Islanders,1,4
2020-02-22,Tampa Bay Lightning,Arizona Coyotes,3,7
2020-02-22,Colorado Avalanche,Los Angeles Kings,2,1
2020-02-22,Washington Capitals,New Jersey Devils,2,3
2020-02-22,Columbus Blue Jackets,Nashville Predators,3,4
2020-02-22,San Jose Sharks,New York Rangers,2,3
2020-02-22,Montreal Canadiens,Ottawa Senators,3,0
2020-02-22,Winnipeg Jets,Philadelphia Flyers,2,4
2020-02-22,Buffalo Sabres,Pittsburgh Penguins,5,2
2020-02-22,Carolina Hurricanes,Toronto Maple Leafs,6,3
2020-02-22,Boston Bruins,Vancouver Canucks,3,9
2020-02-22,Florida Panthers,Vegas Golden Knights,3,5
2020-02-23,Vegas Golden Knights,Anaheim Ducks,6,5
2020-02-23,Winnipeg Jets,Buffalo Sabres,1,2
2020-02-23,Chicago Blackhawks,Dallas Stars,1,2
2020-02-23,Calgary Flames,Detroit Red Wings,4,2
2020-02-23,Edmonton Oilers,Los Angeles Kings,4,2
2020-02-23,St. Louis Blues,Minnesota Wild,4,1
2020-02-23,San Jose Sharks,New York Islanders,1,4
2020-02-23,Pittsburgh Penguins,Washington Capitals,3,5
2020-02-24,Ottawa Senators,Columbus Blue Jackets,3,4
2020-02-25,Edmonton Oilers,Anaheim Ducks,3,4
2020-02-25,Florida Panthers,Arizona Coyotes,2,1
2020-02-25,Calgary Flames,Boston Bruins,5,2
2020-02-25,Dallas Stars,Carolina Hurricanes,4,1
2020-02-25,New Jersey Devils,Detroit Red Wings,4,1
2020-02-25,Columbus Blue Jackets,Minnesota Wild,4,5
2020-02-25,Vancouver Canucks,Montreal Canadiens,4,3
2020-02-25,Ottawa Senators,Nashville Predators,2,3
2020-02-25,New York Rangers,New York Islanders,4,3
2020-02-25,San Jose Sharks,Philadelphia Flyers,2,4
2020-02-25,Chicago Blackhawks,St. Louis Blues,5,6
2020-02-25,Toronto Maple Leafs,Tampa Bay Lightning,4,3
2020-02-25,Winnipeg Jets,Washington Capitals,3,4
2020-02-26,Buffalo Sabres,Colorado Avalanche,2,3
2020-02-26,Pittsburgh Penguins,Los Angeles Kings,1,2
2020-02-26,Edmonton Oilers,Vegas Golden Knights,0,3
2020-02-27,Dallas Stars,Boston Bruins,3,4
2020-02-27,Minnesota Wild,Detroit Red Wings,7,1
2020-02-27,Toronto Maple Leafs,Florida Panthers,5,3
2020-02-27,New York Rangers,Montreal Canadiens,5,2
2020-02-27,Calgary Flames,Nashville Predators,3,4
2020-02-27,Vancouver Canucks,Ottawa Senators,2,5
2020-02-27,New Jersey Devils,San Jose Sharks,2,3
2020-02-27,New York Islanders,St. Louis Blues,2,3
2020-02-27,Chicago Blackhawks,Tampa Bay Lightning,5,2
2020-02-27,Washington Capitals,Winnipeg Jets,0,3
2020-02-28,Pittsburgh Penguins,Anaheim Ducks,2,3
2020-02-28,Colorado Avalanche,Carolina Hurricanes,3,2
2020-02-28,Minnesota Wild,Columbus Blue Jackets,5,0
2020-02-28,New York Rangers,Philadelphia Flyers,2,5
2020-02-28,Buffalo Sabres,Vegas Golden Knights,2,4
2020-02-29,Buffalo Sabres,Arizona Coyotes,2,5
2020-02-29,Winnipeg Jets,Edmonton Oilers,2,3
2020-02-29,Chicago Blackhawks,Florida Panthers,3,2
2020-02-29,New Jersey Devils,Los Angeles Kings,1,2
2020-02-29,Carolina Hurricanes,Montreal Canadiens,3,4
2020-02-29,Colorado Avalanche,Nashville Predators,3,2
2020-02-29,Boston Bruins,New York Islanders,4,0
2020-02-29,Detroit Red Wings,Ottawa Senators,3,4
2020-02-29,Pittsburgh Penguins,San Jose Sharks,0,5
2020-02-29,Dallas Stars,St. Louis Blues,3,4
2020-02-29,Calgary Flames,Tampa Bay Lightning,3,4
2020-02-29,Vancouver Canucks,Toronto Maple Leafs,2,4
2020-03-01,New Jersey Devils,Anaheim Ducks,3,0
2020-03-01,Vancouver Canucks,Columbus Blue Jackets,3,5
2020-03-01,Calgary Flames,Florida Panthers,3,0
2020-03-01,Washington Capitals,Minnesota Wild,4,3
2020-03-01,Philadelphia Flyers,New York Rangers,5,3
2020-03-01,Los Angeles Kings,Vegas Golden Knights,4,1
2020-03-02,Colorado Avalanche,Detroit Red Wings,2,1
2020-03-02,Edmonton Oilers,Nashville Predators,8,3
2020-03-03,Anaheim Ducks,Chicago Blackhawks,2,6
2020-03-03,Edmonton Oilers,Dallas Stars,2,1
2020-03-03,Nashville Predators,Minnesota Wild,1,3
